,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM
1981-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-09-11,-1.106382978723406,-0.3716814159292048,0.028985507246374942,-0.024242424242424843,0.15151515151514783,-0.16417910447761108,0.3903508771929818
1981-09-18,8.599999999999875,-0.7746478873239433,-0.21830985915492895,-0.09937888198757772,-0.1578947368421043,0.2321428571428552,0.05993690851735067
1981-09-25,1.312499999999997,-5.124999999999998,-0.2342342342342325,-0.3103448275862053,-0.2968750000000018,-0.13043478260869557,-0.20238095238095222
1981-10-02,-0.6126126126126127,-0.9848484848484853,0.0941176470588212,0.05999999999999872,-0.06666666666666543,0.016666666666666385,0.07089552238806007
1981-10-09,1.488372093023254,76.00000000000226,-0.4946236559139796,-0.5471698113207563,-0.28571428571428814,-0.22950819672130984,0.35888501742160206
1981-10-16,-0.04672897196261594,-0.01298701298701277,0.10638297872340985,3.774758283725532e-15,-0.13333333333333075,-0.17021276595745038,-0.07948717948717887
1981-10-21,0.35294117647058965,0.5394736842105265,-0.5961538461538456,-0.5208333333333329,-0.19230769230768863,0.025641025641029547,-0.1504178272980503
1981-10-30,0.05072463768115831,0.11111111111111183,-1.190476190476194,-1.6956521739130426,-0.2857142857142956,-0.3249999999999973,0.24918032786885247
1981-11-06,0.2827586206896555,0.33076923076922893,0.9999999999999549,1.0000000000000009,-0.13333333333331998,-0.666666666666669,0.162729658792651
1981-11-13,0.06989247311827973,0.07514450867052092,3.3749999999999947,0.9374999999999958,0.0,-1.8888888888888908,0.0925507900677196
1981-11-20,0.256281407035176,0.41397849462365666,1.6571428571428592,0.6451612903225821,-2.0,-1.7500000000000062,-0.05785123966942174
1981-11-27,-0.19999999999999996,-0.11026615969581777,-0.12903225806451524,-0.20588235294117563,1.6153846153845999,1.666666666666646,-0.05921052631578905
1981-12-04,0.2550000000000008,0.22222222222222276,0.13580246913580174,0.13580246913580174,0.029411764705881804,0.6249999999999978,-0.1258741258741265
1981-12-11,-0.04382470119521953,-0.12237762237762284,-0.46739130434782583,-0.46739130434782583,-0.685714285714287,0.11538461538461275,-0.17333333333333256
1981-12-18,-0.13749999999999996,-0.13147410358565725,-0.3469387755102038,-0.3469387755102038,0.0,-0.27586206896551846,0.09354838709677327
1981-12-31,0.1739130434782612,0.11926605504587195,0.09374999999999778,0.28124999999999356,-0.9090909090909113,0.571428571428579,-0.09734513274336287
1982-01-08,0.024691358024691024,0.0245901639344257,0.05714285714286116,4.440892098500626e-15,0.0,0.06060606060605922,-0.07843137254901911
1982-01-15,-0.14859437751004057,-0.16799999999999993,-0.9729729729729738,-1.1219512195121968,-5.00000000000003,0.17142857142857304,-0.0709219858156026
1982-01-22,-0.4245283018867928,-0.490384615384616,-38.00000000000121,9.199999999999854,3.0000000000000924,0.09756097560975419,0.11450381679389277
1982-01-29,-0.049180327868851625,1.7763568394002505e-15,-0.7297297297297316,-0.9411764705882366,-0.3750000000000028,-0.48888888888888715,0.18150684931506844
1982-02-05,-0.9224137931034484,-0.9811320754716986,1.4000000000000115,5.00000000000013,-0.29999999999999516,-0.04347826086956419,-0.1565217391304352
1982-02-19,2.0000000000000018,2.5000000000000973,1.9166666666666612,2.611111111111119,1.857142857142839,0.0,0.1752577319587636
1982-02-26,3.1481481481481515,13.714285714285664,-0.4142857142857136,-0.46153846153846245,-0.5499999999999994,-0.09090909090909671,0.02046783625731008
1982-03-05,-0.3660714285714274,-0.2912621359223292,-0.5121951219512213,-0.3428571428571461,-1.2222222222222172,0.20000000000000528,0.0601719197707733
1982-03-12,-0.0985915492957774,-0.21917808219178092,0.9000000000000017,1.0434782608695725,-4.500000000000012,0.33333333333333326,-0.1297297297297294
1982-03-19,-0.42187499999999734,-0.6491228070175423,0.21052631578947434,0.19148936170213182,1.4285714285714795,0.031249999999999112,0.0031055900621117516
1982-03-26,0.32432432432432123,0.5999999999999934,-0.26086956521739024,-0.16071428571428859,0.0,0.09090909090908905,-0.06191950464396301
1982-04-02,-0.3673469387755095,-0.5312499999999996,0.0,0.2765957446808536,-0.05882352941176361,0.36111111111111405,-0.05940594059405935
1982-04-16,0.9999999999999942,2.333333333333327,0.5588235294117638,0.4666666666666688,-0.25000000000000533,0.08163265306122636,0.1298245614035083
1982-04-23,0.3709677419354851,0.3999999999999986,-0.377358490566037,-0.2613636363636366,0.2500000000000109,-0.03773584905660621,-0.015527950310558647
1982-04-30,-0.117647058823529,0.028571428571428026,-0.6363636363636334,-0.35384615384615437,-0.799999999999993,-0.05882352941176705,-0.07255520504731872
1982-05-07,-0.173333333333332,-0.36111111111110894,0.5833333333333162,-0.02380952380952328,4.333333333333141,-0.16666666666666363,0.12244897959183709
1982-05-14,0.16129032258064435,0.21739130434782505,1.0,0.26829268292682795,0.0,-0.2249999999999993,-0.04545454545454608
1982-05-21,1.3194444444444424,1.7321428571428537,-0.8684210526315768,-0.6923076923076918,-0.12499999999999722,0.1290322580645129,1.1102230246251565e-15
1982-05-28,0.07185628742514916,0.13725490196078494,-2.800000000000007,-1.0625000000000093,-0.642857142857152,-0.08571428571428386,-0.0730158730158742
1982-06-04,-0.30167597765363097,-0.3103448275862064,-1.5555555555555334,-2.99999999999965,0.0,-0.31249999999999867,-0.08561643835616439
1982-06-11,0.15999999999999948,0.14999999999999813,2.000000000000072,10.000000000000306,0.40000000000003477,0.4545454545454517,0.03745318352060001
1982-06-18,0.027586206896552445,-0.050724637681159646,1.2666666666666728,1.2727272727272663,1.5714285714285854,0.343749999999998,-0.245487364620938
