,1-Month Treasury Yield,3-Month Treasury Yield,2-Year Treasury Yield,5-Year Treasury Yield,10-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate
2002-02-22,0.01744186046511631,0.011494252873563315,0.0,-0.009367681498828828,-0.004115226337448652,-0.005376344086021501,0.020484171322160183,-0.011023622047244053,-0.007288629737609464
2002-03-01,0.017142857142857126,0.005681818181818121,0.07070707070707072,0.047281323877068404,0.02892561983471076,0.027027027027027195,0.021897810218977964,0.0,-0.001468428781204123
2002-03-08,-0.005617977528089901,0.02259887005649719,0.13207547169811318,0.07674943566591419,0.07028112449799195,0.04385964912280693,0.04107142857142865,0.014331210191082855,0.010294117647058787
2002-03-15,0.011299435028248705,0.027624309392265234,0.008333333333333304,0.0062893081761006275,0.0037523452157597337,0.005042016806722671,0.005145797598627766,0.03453689167974883,0.03056768558951961
2002-03-22,-0.005586592178770999,-0.010752688172043001,0.038567493112947604,0.02083333333333348,0.009345794392523477,0.010033444816053505,0.005119453924914641,0.009104704097116834,0.008474576271186418
2002-04-05,-0.011235955056179803,-0.0434782608695653,-0.07427055702917762,-0.044897959183673564,-0.03333333333333344,-0.03311258278145701,-0.01697792869269943,-0.0015037593984963404,-0.0014005602240896309
2002-04-12,-0.02840909090909094,-0.02840909090909094,-0.022922636103151928,-0.017094017094017144,-0.007662835249042099,-0.005136986301369939,0.0,-0.02259036144578308,-0.019635343618513268
2002-04-19,-0.011695906432748537,0.011695906432748648,-0.014662756598240567,0.004347826086956719,0.005791505791505891,0.0068846815834768815,0.0017271157167528806,-0.01078582434514641,-0.007153075822603716
2002-04-26,-0.00591715976331364,0.011560693641618602,-0.04166666666666652,-0.02813852813852813,-0.0249520153550864,-0.02051282051282033,-0.012068965517241237,-0.010903426791277315,-0.008645533141210415
2002-05-03,0.029761904761904878,0.005714285714285783,-0.015527950310559091,-0.00222717149220486,0.0,-0.005235602094240899,-0.013961605584642212,-0.014173228346456623,-0.014534883720930147
2002-05-10,0.0,0.005681818181818121,0.006309148264984188,-0.0044642857142858094,0.013779527559055094,0.012280701754385781,0.012389380530973382,0.0015974440894568342,0.001474926253687281
2002-05-17,0.0,-0.005649717514124353,0.06896551724137945,0.03139013452914785,0.023300970873786353,0.029462738301559988,0.020979020979021046,0.01594896331738438,0.014727540500736325
2002-05-24,-0.011560693641618491,-0.011363636363636354,-0.0381231671554253,-0.02826086956521734,-0.020872865275142205,-0.0185185185185186,-0.010273972602739656,-0.014128728414442682,-0.011611030478955064
2002-05-31,0.005847953216374213,0.0,-0.018292682926829174,-0.02237136465324374,-0.015503875968992276,-0.010291595197255643,-0.005190311418685201,-0.009554140127388644,-0.007342143906020504
2002-06-07,0.011627906976744207,0.0,-0.018633540372670843,-0.0022883295194507935,0.003937007874015741,0.006932409012131657,0.01043478260869568,-0.006430868167202619,-0.007396449704141994
2002-06-14,-0.017241379310344862,-0.017241379310344862,-0.07594936708860767,-0.05963302752293598,-0.05294117647058816,-0.04647160068846812,-0.03786574870912218,-0.0016181229773462036,0.0
2002-06-21,-0.01754385964912286,0.005847953216374213,-0.013698630136986356,-0.009756097560975618,-0.008281573498964856,0.0,-0.00536672629695889,-0.014586709886547755,-0.011922503725782407
2002-06-28,0.005952380952380931,-0.011627906976744207,0.00694444444444442,0.007389162561576512,0.014613778705636848,0.019855595667870096,0.02517985611510798,-0.014802631578947345,-0.012066365007541435
2002-07-05,0.01183431952662728,0.0117647058823529,0.0,0.009779951100244544,0.008230452674897082,0.003539823008849474,0.0,0.006677796327211993,0.003053435114503955
2002-07-12,0.0,-0.005813953488372103,-0.11724137931034473,-0.07506053268765134,-0.055102040816326636,-0.03880070546737213,-0.026315789473684292,-0.004975124378109541,-0.004566210045662156
2002-07-19,0.0,0.0,-0.03125,-0.015706806282722474,-0.004319654427645703,0.003669724770642091,0.0,-0.011666666666666714,-0.007645259938837912
2002-07-26,0.0,-0.011695906432748537,-0.11290322580645151,-0.07978723404255317,-0.03904555314533631,-0.009140767824497242,-0.005405405405405461,-0.02866779089376048,-0.023112480739599484
2002-08-02,-0.0292397660818714,-0.03550295857988173,-0.09545454545454557,-0.054913294797687806,-0.022573363431151128,-0.023985239852398532,-0.014492753623188248,0.01388888888888884,0.014195583596214423
2002-08-09,0.0,-0.006134969325153228,0.05527638190954787,0.003058103975535076,-0.013856812933025542,-0.013232514177693777,-0.016544117647058987,-0.02568493150684925,-0.018662519440124425
2002-08-16,0.0,0.0,0.08571428571428563,0.03963414634146356,0.011709601873536535,0.003831417624521105,-0.020560747663551315,-0.010544815465729385,-0.01426307448494446
2002-08-23,0.0,0.01851851851851838,-0.039473684210526216,-0.029325513196480912,-0.01620370370370372,-0.01717557251908397,0.00190839694656475,0.014209591474245054,0.008038585209003246
2002-08-30,0.024096385542168752,0.024242424242424176,-0.022831050228310446,-0.027190332326283984,-0.02588235294117658,-0.01747572815533993,-0.026666666666666616,-0.012259194395796924,-0.00797448165869219
2002-09-06,-0.0117647058823529,-0.017751479289940808,-0.028037383177570097,-0.037267080745341685,-0.021739130434782594,-0.011857707509881354,-0.007827788649706457,-0.014184397163120588,-0.01125401929260439
2002-09-13,0.0,0.01807228915662651,-0.004807692307692402,-0.032258064516129115,-0.032098765432098775,-0.026000000000000023,-0.019723865877712132,0.0053956834532373765,0.004878048780487809
2002-09-20,-0.023809523809523836,-0.023668639053254448,-0.0628019323671497,-0.046666666666666745,-0.03316326530612246,-0.010266940451745366,-0.004024144869215207,-0.02146690518783545,-0.021035598705501646
2002-09-27,-0.0060975609756097615,-0.012121212121212088,-0.061855670103092675,-0.04195804195804187,-0.02638522427440637,-0.008298755186721962,-0.008080808080808133,-0.010968921389396646,-0.009917355371900749
2002-10-04,-0.018404907975460016,-0.012269938650306678,-0.02197802197802201,-0.0036496350364964014,0.0,-0.0020920502092051096,0.018329938900203624,-0.001848428835489746,0.0033388981636059967
2002-10-11,-0.006249999999999978,-0.018633540372670843,0.0393258426966292,0.03663003663003672,0.03794037940379402,0.029350104821803003,0.01200000000000001,-0.011111111111111183,-0.004991680532445808
2002-10-18,0.04402515723270439,0.056962025316455556,0.12972972972972951,0.12014134275618371,0.0809399477806787,0.05295315682281054,0.05138339920948631,0.041198501872659055,0.028428093645485042
2002-10-25,-0.01807228915662651,-0.017964071856287456,-0.05263157894736836,-0.02208201892744477,-0.004830917874396046,-0.0019342359767891004,-0.001879699248120481,0.02517985611510798,0.0260162601626015
2002-11-01,-0.1165644171779141,-0.12804878048780488,-0.11111111111111105,-0.058064516129032295,-0.02669902912621369,-0.0174418604651162,-0.0018832391713746732,-0.03333333333333344,-0.02852614896988903
2002-11-08,-0.17361111111111116,-0.14685314685314688,0.0625,-0.017123287671232834,-0.03990024937655856,-0.03944773175542404,-0.047169811320754707,-0.005444646098003547,-0.0032626427406198255
2002-11-15,0.03361344537815136,0.0,0.021390374331550666,0.06271777003484313,0.051948051948051965,0.030800821355235986,0.013861386138613874,-0.02919708029197088,-0.02782324058919805
2002-11-22,0.0,0.008196721311475308,0.09947643979057608,0.06885245901639347,0.032098765432098775,0.019920318725099806,0.01953125,0.022556390977443552,0.015151515151515138
2002-11-29,0.016260162601626105,-0.008130081300813052,-0.00952380952380949,0.006134969325153339,0.009569377990430672,0.01171875,0.0019157088122607746,0.023897058823529438,0.016583747927031434
2002-12-06,-0.016000000000000014,-0.008196721311475419,-0.09134615384615397,-0.0457317073170731,-0.0308056872037914,-0.019305019305019266,-0.015296367112810683,0.0053859964093356805,0.00978792822185981
2002-12-13,-0.024390243902439046,0.0,-0.01058201058201047,-0.015974440894568676,-0.004889975550122161,-0.009842519685039353,0.0,-0.02499999999999991,-0.024232633279483107
2002-12-20,-0.01666666666666672,0.0,-0.05882352941176472,-0.04870129870129869,-0.02457002457002455,-0.011928429423459397,-0.005825242718446644,-0.0073260073260073,-0.0016556291390728006
2002-12-27,-0.09322033898305071,-0.04132231404958686,-0.09090909090909083,-0.04778156996587035,-0.035264483627204024,-0.028169014084507005,-0.011718750000000111,-0.01845018450184499,-0.016583747927031545
2003-01-03,0.10280373831775691,0.051724137931034475,0.11874999999999991,0.08602150537634401,0.057441253263707415,0.04140786749482395,0.02371541501976293,-0.015037593984962405,-0.013490725126475533
2003-01-10,-0.008474576271186418,-0.016393442622950838,0.0,0.05610561056105623,0.02716049382716057,0.021868787276341894,0.011583011583011782,0.01717557251908386,0.017094017094017255
2003-01-17,0.0,-0.01666666666666672,-0.05027932960893855,-0.04687500000000011,-0.02644230769230782,-0.027237354085603016,-0.020992366412213803,0.0056285178236397115,0.003361344537815114
2003-01-24,-0.02564102564102566,-0.016949152542372947,-0.02352941176470591,-0.03934426229508181,-0.02716049382716046,-0.016000000000000014,-0.015594541910331383,-0.00932835820895539,-0.01005025125628134
2003-01-31,0.026315789473684292,0.01724137931034475,0.03614457831325302,0.030716723549488067,0.015228426395939021,0.00203252032520318,-0.003960396039603853,-0.005649717514124131,-0.0016920473773265332
2003-02-07,0.0,-0.008474576271186418,-0.05232558139534893,-0.01655629139072845,-0.010000000000000009,-0.010141987829614618,-0.00994035785288272,-0.0018939393939395588,-0.003389830508474634
2003-02-14,0.017094017094017033,0.008547008547008517,-0.006134969325153228,-0.02020202020202022,-0.002525252525252486,0.012295081967213184,0.02208835341365445,-0.001897533206831059,-0.00340136054421758
2003-02-21,0.008403361344537785,0.008474576271186418,0.006172839506172645,-0.01718213058419249,-0.012658227848101333,-0.012145748987854366,-0.0019646365422396617,-0.009505703422053147,-0.0034129692832765013
2003-02-28,0.008333333333333304,0.008403361344537785,-0.06134969325153361,-0.05944055944055937,-0.048717948717948656,-0.03688524590163933,-0.03543307086614167,-0.013435700575815779,-0.008561643835616417
2003-03-07,-0.04132231404958686,-0.06666666666666654,-0.09150326797385633,-0.048327137546468335,-0.021563342318059342,-0.00638297872340432,0.0,-0.02529182879377434,-0.020725388601036343
2003-03-14,-0.017241379310344862,0.008928571428571175,0.12230215827338142,0.0625,0.024793388429752206,0.012847965738758127,0.006122448979591688,-0.015968063872255467,-0.01058201058201047
2003-03-21,0.03508771929824572,0.04424778761061954,0.15384615384615374,0.1470588235294117,0.10483870967741948,0.07399577167019022,0.06085192697768771,0.036511156186612714,0.03208556149732611
2003-03-28,-0.025423728813559365,-0.03389830508474578,-0.1333333333333333,-0.08333333333333337,-0.04622871046228716,-0.02952755905511817,-0.013384321223709472,0.019569471624266033,0.020725388601036343
2003-04-04,0.01739130434782621,-0.02631578947368407,-0.0064102564102563875,0.006993006993007089,0.010204081632652962,0.008113590263691739,0.007751937984496138,-0.028790786948176605,-0.020304568527918843
2003-04-11,0.008547008547008517,0.054054054054053946,0.06451612903225801,0.02430555555555558,0.010101010101010166,-0.002012072434607548,-0.0019230769230769162,0.021739130434782705,0.010362694300518172
2003-04-25,-0.0423728813559322,-0.02564102564102566,-0.04848484848484835,-0.023728813559322104,-0.022499999999999964,-0.02620967741935487,-0.028901734104046284,-0.009671179883945835,-0.01025641025641022
2003-05-02,-0.05309734513274322,-0.01754385964912264,-0.006369426751592355,0.00694444444444442,0.007672634271099765,0.0020703933747412417,0.001984126984126977,-0.017578125,-0.015544041450777146
2003-05-09,0.0,-0.008928571428571397,-0.0705128205128206,-0.09999999999999998,-0.06345177664974622,-0.04132231404958686,-0.01980198019801971,-0.011928429423459397,-0.01403508771929829
2003-05-16,-0.0841121495327104,-0.05405405405405406,-0.048275862068965614,-0.06896551724137923,-0.06233062330623307,-0.04310344827586188,-0.0565656565656566,-0.026156941649899346,-0.030249110320284656
2003-05-23,0.16326530612244894,0.028571428571428692,0.0,-0.04115226337448563,-0.034682080924855474,-0.03603603603603611,-0.04925053533190571,-0.022727272727272596,-0.020183486238532167
2003-05-30,0.01754385964912286,0.0277777777777779,-0.03623188405797084,-0.012875536480686844,0.008982035928143839,0.01869158878504673,0.03378378378378377,0.0,-0.005617977528089901
2003-06-06,-0.017241379310344862,-0.05405405405405406,-0.045112781954887216,-0.004347826086956386,0.0,0.002293577981651307,0.015250544662309462,-0.014799154334038112,-0.00941619585687381
2003-06-13,-0.1929824561403508,-0.18095238095238098,-0.13385826771653542,-0.09170305676855894,-0.07121661721068251,-0.05491990846681927,-0.05150214592274682,-0.012875536480686844,-0.009505703422053147
2003-06-20,-0.11956521739130432,-0.03488372093023262,0.1090909090909089,0.11057692307692313,0.08626198083067083,0.06779661016949157,0.06334841628959276,0.004347826086956719,0.0
2003-06-27,-0.012345679012345734,0.048192771084337505,0.13114754098360648,0.09090909090909083,0.05294117647058827,0.03628117913832196,0.02765957446808498,0.0021645021645020357,0.0057581573896352545
2003-07-11,0.11250000000000004,0.02298850574712641,-0.06521739130434778,0.0,0.022346368715083775,0.017505470459518557,0.022774327122153215,0.04751619870410373,0.05343511450381677
2003-07-18,-0.0561797752808989,0.022471910112359605,0.1705426356589148,0.1626984126984128,0.09289617486338786,0.06021505376344072,0.030364372469635414,0.030927835051546504,0.02717391304347827
2003-07-25,0.09523809523809534,0.0219780219780219,0.0066225165562914245,0.058020477815699634,0.05499999999999994,0.04462474645030445,0.043222003929273,0.053999999999999826,0.04761904761904767
2003-08-01,-0.010869565217391353,0.021505376344086002,0.2171052631578947,0.08709677419354844,0.05213270142180115,0.05242718446601935,0.030131826741996326,0.032258064516129226,0.03367003367003352
2003-08-08,0.0,0.010526315789473717,-0.07027027027027033,-0.05934718100890213,-0.03828828828828845,-0.023985239852398532,-0.01279707495429605,0.04044117647058809,0.032573289902280145
2003-08-15,0.01098901098901095,-0.01041666666666663,0.07558139534883734,0.07886435331230279,0.06557377049180335,0.03780718336483946,0.031481481481481444,-0.014134275618374548,-0.01577287066246047
2003-08-22,0.04347826086956519,0.03157894736842115,0.06486486486486487,0.014619883040935644,-0.015384615384615219,-0.021857923497267784,-0.030520646319569078,0.0035842293906809264,0.0064102564102563875
2003-08-29,0.02083333333333326,0.0,-0.010152284263959421,-0.0028818443804035088,-0.006696428571428603,-0.007448789571694592,-0.0185185185185186,0.010714285714285898,0.006369426751592355
2003-09-05,-0.030612244897959218,-0.020408163265306145,-0.11794871794871797,-0.052023121387283267,-0.022471910112359716,-0.007504690431519689,0.0037735849056603765,0.019434628975264934,0.018987341772152
2003-09-12,-0.042105263157894646,0.0,-0.03488372093023262,-0.03963414634146334,-0.01839080459770115,-0.013232514177693777,0.001879699248120259,-0.05372616984402079,-0.0434782608695653
2003-09-19,-0.03296703296703296,-0.01041666666666663,0.024096385542168752,-0.012698412698412764,-0.023419203747072515,-0.019157088122605304,-0.024390243902439046,-0.02930402930402931,-0.024350649350649456
2003-09-26,-0.011363636363636354,-0.010526315789473717,-0.05882352941176461,-0.05144694533762051,-0.031175059952038398,-0.02734374999999989,-0.017307692307692246,0.0,-0.004991680532445808
2003-10-03,0.0,0.0,0.031249999999999778,0.057627118644067776,0.04207920792079212,0.034136546184738936,0.023483365949119372,-0.037735849056603765,-0.03511705685618738
2003-10-10,0.02298850574712641,-0.02127659574468077,0.0,0.009615384615384581,0.019002375296912177,0.01553398058252431,0.021032504780114536,0.031372549019607954,0.031195840554592902
2003-10-17,0.011235955056179803,0.010869565217391353,0.1515151515151516,0.05714285714285716,0.027972027972027913,0.017208413001912115,0.005617977528090012,0.019011406844106515,0.01680672268907557
2003-10-24,0.022222222222222143,0.021505376344086002,-0.0736842105263158,-0.06006006006006015,-0.038548752834467126,-0.03383458646616555,-0.01862197392923659,0.005597014925373012,0.0
2003-10-31,0.04347826086956519,0.010526315789473717,0.05113636363636376,0.04472843450479247,0.021226415094339535,0.011673151750972943,0.00189753320683117,-0.024118738404452666,-0.018181818181818077
2003-11-07,-0.01041666666666663,0.0,0.10270270270270276,0.061162079510703515,0.03464203233256358,0.02499999999999991,0.01893939393939381,0.009505703422053147,0.006734006734006703
2003-11-14,-0.03157894736842093,-0.01041666666666663,-0.0980392156862745,-0.08069164265129691,-0.05803571428571441,-0.04315196998123838,-0.03159851301115235,0.015065913370998052,0.00836120401337781
2003-11-21,0.010869565217391353,-0.010526315789473717,0.0,-0.012539184952978122,-0.016587677725118377,-0.009803921568627416,-0.015355086372360827,-0.04081632653061218,-0.03316749585406309
2003-11-28,0.032258064516129004,-0.010638297872340274,0.11956521739130443,0.07301587301587298,0.04578313253012034,0.02970297029702973,0.01949317738791434,0.009671179883945724,0.010291595197255532
2003-12-05,-0.03124999999999989,-0.010752688172043001,-0.0873786407766991,-0.044378698224852076,-0.025345622119815503,-0.02115384615384619,-0.005736137667304075,0.026819923371647514,0.022071307300509213
2003-12-12,-0.05376344086021512,-0.010869565217391353,-0.02127659574468077,0.0,0.007092198581560183,0.005893909626719207,0.005769230769230749,-0.022388059701492602,-0.023255813953488302
2003-12-19,-0.011363636363636354,-0.03296703296703296,-0.010869565217391353,-0.021671826625386914,-0.025821596244131273,-0.025390625,-0.02294455066921608,-0.019083969465648942,-0.010204081632652962
2003-12-26,-0.12643678160919536,-0.011363636363636354,0.0,0.0031645569620253333,0.004819277108433662,0.0,0.007827788649706457,-0.0019455252918287869,-0.001718213058419349
2003-12-31,0.18421052631578938,0.09195402298850563,0.01098901098901095,0.025236593059936974,0.023980815347721673,0.022044088176352616,0.01553398058252431,0.003898635477582957,0.0068846815834768815
2004-01-08,-0.033333333333333326,-0.0736842105263158,0.005434782608695565,-0.003076923076922977,0.0,0.0039215686274509665,-0.005736137667304075,0.003883495145631022,0.0034188034188034067
2004-01-15,-0.05747126436781613,0.0,-0.09729729729729741,-0.08333333333333337,-0.06557377049180313,-0.048828125,-0.03269230769230769,-0.03868471953578345,-0.035775127768313486
2004-01-22,-0.09756097560975607,0.0,-0.005988023952095856,-0.0033670033670034627,0.0,-0.002053388090349051,-0.001988071570576677,-0.004024144869215207,-0.0035335689045937757
2004-01-29,0.17567567567567566,0.06818181818181812,0.1325301204819278,0.08783783783783794,0.05764411027568905,0.039094650205761194,0.021912350597609542,0.004040404040403844,0.007092198581560183
2004-02-05,0.02298850574712641,0.0,-0.015957446808510523,-0.0031055900621118626,-0.004739336492890933,-0.005940594059405946,0.0,0.012072434607645954,0.007042253521126751
2004-02-12,0.011235955056179803,-0.010638297872340274,-0.05405405405405406,-0.04361370716510904,-0.023809523809523947,-0.015936254980079556,-0.005847953216374324,-0.013916500994035852,-0.010489510489510412
2004-02-19,0.03333333333333344,0.010752688172043001,-0.02857142857142858,-0.01628664495113996,-0.012195121951219523,-0.006072874493927127,-0.0117647058823529,-0.01814516129032251,-0.014134275618374548
2004-02-26,0.043010752688172005,0.02127659574468077,-0.00588235294117645,-0.0033112582781458233,0.0,0.0020366598778003286,0.001984126984126977,0.004106776180698102,0.0
2004-03-04,0.0,0.0,0.02366863905325456,0.0033222591362127574,-0.0024691358024691024,-0.0060975609756097615,-0.01188118811881178,-0.002044989775051076,0.0017921146953405742
2004-03-11,-0.010309278350515427,0.01041666666666674,-0.12138728323699421,-0.09933774834437081,-0.07425742574257421,-0.047034764826175746,-0.024048096192384794,-0.038934426229508046,-0.03220035778175312
2004-03-18,-0.03124999999999989,-0.04123711340206182,0.019736842105263275,0.0,0.0053475935828875,0.0,0.0,0.0,-0.005545286506469571
2004-03-25,0.021505376344086002,0.010752688172043001,-0.02580645161290329,-0.007352941176470562,-0.0026595744680850686,-0.0021459227467810482,-0.002053388090349051,0.002132196162046851,0.003717472118959231
2004-04-01,0.0,-0.010638297872340274,0.0927152317880795,0.06296296296296289,0.04266666666666663,0.02580645161290307,0.030864197530864113,0.029787234042553123,0.022222222222222143
2004-04-08,-0.021052631578947323,0.0,0.1393939393939394,0.12195121951219523,0.07672634271099743,0.05660377358490587,0.031936127744510934,0.05785123966942152,0.048913043478260976
2004-04-15,-0.010752688172043001,0.021505376344086002,0.1170212765957448,0.0714285714285714,0.04988123515439424,0.03571428571428559,0.030947775628626717,0.021484375,0.017271157167530138
2004-04-22,-0.11956521739130432,0.021052631578947434,0.023809523809523725,0.0028985507246375164,-0.004524886877827927,-0.003831417624520994,0.0,0.003824091778202643,0.008488964346349936
2004-04-29,0.04938271604938271,0.0,0.08837209302325588,0.05780346820809257,0.03409090909090895,0.02499999999999991,0.015009380863039379,0.01904761904761898,0.011784511784511675
2004-05-06,0.04705882352941182,0.030927835051546504,0.021367521367521514,0.016393442622950838,0.01758241758241752,0.015009380863039379,0.009242144177449063,0.02242990654205612,0.01830282861896837
2004-05-13,-0.011235955056179803,0.0,0.11715481171548103,0.07795698924731176,0.04751619870410373,0.0369685767097967,0.027472527472527597,0.04570383912248621,0.035947712418300526
2004-05-20,0.022727272727272707,0.030000000000000027,-0.0449438202247191,-0.03740648379052369,-0.026804123711340222,-0.024955436720142665,-0.016042780748663277,-0.00874125874125875,-0.006309148264984188
2004-05-27,0.04444444444444429,0.029126213592232997,-0.03529411764705881,-0.031088082901554293,-0.025423728813559365,-0.023765996343692808,-0.0126811594202898,0.003527336860670305,0.0031746031746031633
2004-06-03,0.02127659574468077,0.10377358490566024,0.06910569105691056,0.04010695187165769,0.023913043478260843,0.022471910112359605,0.007339449541284404,-0.010544815465729385,-0.006329113924050667
2004-06-10,0.0625,0.11111111111111116,0.06844106463878341,0.028277634961439535,0.02123142250530785,0.01098901098901095,0.0036429872495444826,0.007104795737122638,0.0031847133757960666
2004-06-17,0.0,-0.015384615384615441,0.0,-0.01749999999999996,-0.02079002079002068,-0.018115942028985477,-0.01814882032667875,0.005291005291005346,0.0031746031746031633
2004-06-24,0.07843137254901977,0.0078125,-0.02491103202846967,-0.020356234096692183,-0.010615711252653925,-0.011070110701106972,0.005545286506469571,-0.010526315789473717,-0.011075949367088667
2004-07-01,-0.0818181818181819,-0.054263565891472965,-0.03649635036496357,-0.02857142857142858,-0.01931330472102999,-0.00932835820895539,-0.016544117647058987,-0.0035460992907800915,-0.006399999999999961
2004-07-08,0.1287128712871286,0.040983606557376984,-0.03409090909090917,-0.02406417112299475,-0.01750547045951867,-0.013182674199623268,-0.005607476635513864,-0.03558718861209964,-0.032206119162640934
2004-07-15,0.00877192982456143,0.06299212598425208,0.03529411764705892,0.010958904109588996,0.00222717149220486,0.0,-0.007518796992481258,-0.0036900369003689537,-0.0016638935108153063
2004-07-22,0.052173913043478404,0.014814814814814836,0.01893939393939381,0.005420054200542035,-0.004444444444444362,-0.003816793893129833,0.0037878787878786735,-0.0018518518518519933,-0.0033333333333332993
