,GDP,Real GDP
2011-07-01,0.005794362667350672,-0.00038767162657504795
2012-10-01,0.049381438693695046,0.027053087314951263
2013-01-01,0.01270761844453605,0.008677895476911557
2013-04-01,0.004239628842297005,0.0013938521976570861
2013-07-01,0.012666029164496662,0.007916534107949902
2013-10-01,0.013130217441027492,0.007111710015635708
2014-01-01,0.0006517787717981172,-0.0035010973651269373
2014-04-01,0.01857307401809405,0.012841289071790607
2014-07-01,0.016064179754989638,0.011649616444854738
2014-10-01,0.006160829707020143,0.004489934024885178
2015-01-01,0.007775252148993994,0.008133136264685703
2015-04-01,0.011247573000088495,0.005800014316593494
2015-07-01,0.006224844667444662,0.0032337267254958224
2015-10-01,0.0013721011025316088,0.0014623434657636825
2016-01-01,0.005085457028632723,0.005891798685635052
2016-04-01,0.010111690953734875,0.0030238880667263768
2016-07-01,0.00880321145658658,0.0060111537926921255
2018-01-01,0.0735016384952294,0.0402064059505467
2018-10-01,0.03293311806026411,0.016087864448729006
2019-01-01,0.0093094526998041,0.005427106096961509
2019-04-01,0.012342928227816241,0.006730089404473283
2019-07-01,0.012193754099199205,0.008899664727279433
2019-10-01,0.00811324104736233,0.00443046893899357
2020-01-01,-0.007762640296478551,-0.011751542008039073
2020-04-01,-0.0882764497703411,-0.08484336154467986
2020-07-01,0.08788107348417618,0.0785448311704573
2020-10-01,0.016022429660148996,0.009632132789008763
2021-01-01,0.028065065705105585,0.015427919989693617
2021-04-01,0.032853317558377615,0.01707015904893705
2021-07-01,0.021846116277332017,0.006566944913920514
2021-10-01,0.03391451192802508,0.016956940198125325
2022-04-01,0.03693583025029934,-0.0055437866927225965
2022-07-01,0.01883143362791473,0.008011552091951923
