Date,Dow_Jones,Gold,Real_Estate,SP500,Materials,Energy,Financials,Industrials,Technology,Staples,Utilities,Healthcare,Discretionary,NASDAQ
2004-04-12,68.06925964355469,,22.99553680419922,79.48002624511719,17.496116638183594,17.95724105834961,16.27338981628418,18.80403709411621,15.956517219543455,14.14705753326416,12.178122520446776,22.28841590881348,25.288707733154297,2065.47998046875
2004-04-13,67.1191635131836,,22.80311393737793,78.36552429199219,17.115190505981445,17.8021297454834,15.92832088470459,18.513898849487305,15.757070541381836,14.005102157592772,11.957168579101562,22.09206962585449,24.81851577758789,2030.0799560546875
2004-04-14,67.36482238769531,,22.605867385864254,78.49018096923828,17.174297332763672,17.837923049926758,15.736601829528809,18.500083923339844,15.74173069000244,14.103859901428224,11.972590446472168,22.3174991607666,24.779333114624023,2024.8499755859373
2004-04-15,67.14498901367188,,23.091753005981445,78.19251251220703,17.272809982299805,18.076566696166992,15.64348316192627,18.555349349975582,15.557616233825684,14.14705753326416,12.03938102722168,22.724733352661133,24.75581932067871,2002.1700439453125
2004-04-16,67.6876449584961,,23.33230400085449,78.79472351074219,17.423870086669922,18.21973991394043,15.813283920288086,18.721141815185547,15.411856651306152,14.245820999145508,12.080496788024902,22.8919734954834,24.990915298461918,1995.739990234375
2004-04-19,67.56477355957031,,23.416473388671875,78.79472351074219,17.397602081298828,18.1779842376709,15.785901069641112,18.617521286010746,15.588292121887209,14.289027214050291,12.00342082977295,22.79744911193848,25.00658226013184,2020.4300537109373
2004-04-20,66.63340759277344,,22.538516998291016,77.47261047363281,17.0363826751709,17.808090209960938,15.495591163635254,18.431001663208008,15.25074863433838,14.17792797088623,11.869821548461914,22.419307708740234,24.849851608276367,1978.6300048828125
2004-04-21,66.80803680419922,,22.646759033203125,77.99178314208984,16.8721923828125,17.74843978881836,15.490123748779297,18.54844665527344,15.480894088745115,14.208788871765137,11.962312698364258,22.68109893798828,24.881202697753903,1995.6300048828125
2004-04-22,67.78459930419922,,22.95945930480957,79.0854721069336,17.43700408935547,18.100419998168945,15.758515357971191,18.95602226257324,15.718709945678713,14.350747108459473,12.095911979675291,22.86290168762207,25.382741928100582,2032.9100341796875
2004-04-23,67.85575866699219,,22.730945587158203,79.1615982055664,17.30565071105957,17.95724105834961,15.676353454589844,18.873126983642575,15.925835609436035,14.363101959228516,12.101044654846191,22.79744911193848,25.280872344970703,2049.77001953125
2004-04-26,67.87516021728516,,22.908945083618164,79.05087280273438,17.220264434814453,18.058666229248047,15.64348316192627,18.77640914916992,15.734058380126951,14.332240104675291,12.137014389038086,22.673826217651367,25.077119827270508,2036.77001953125
2004-04-27,67.94634246826172,,23.091753005981445,79.12010192871094,17.253110885620117,18.434511184692383,15.681828498840332,18.79022979736328,15.68801975250244,14.369272232055664,12.15756607055664,22.761091232299805,25.2495231628418,2032.530029296875
2004-04-28,67.11205291748047,,22.80311393737793,78.09559631347656,16.668596267700195,18.172008514404297,15.45725440979004,18.541526794433597,15.41952896118164,14.202609062194824,12.167850494384766,22.557472229003903,24.95172882080078,1989.5400390625
2004-04-29,66.65284729003906,,22.466358184814453,77.41030883789062,16.464996337890625,17.736499786376953,15.407958030700684,18.3757381439209,15.189380645751951,14.276687622070312,11.977723121643066,22.419307708740234,24.78716278076172,1958.780029296875
2004-04-30,66.19367218017578,,22.394189834594727,76.80807495117188,16.366487503051758,17.8021297454834,15.402484893798828,18.23756980895996,14.87484645843506,14.307543754577637,11.962312698364258,22.441123962402344,24.59907913208008,1920.1500244140625
2004-05-03,66.80803680419922,,22.730945587158203,77.63184356689453,16.419025421142578,18.213775634765625,15.506553649902344,18.44481658935547,14.959240913391112,14.393957138061523,12.044525146484377,22.73200035095215,24.724470138549805,1938.719970703125
2004-05-04,66.69818878173828,,22.767030715942383,77.56953430175781,16.576650619506836,18.2257080078125,15.5558500289917,18.52080726623535,15.105003356933594,14.332240104675291,12.090773582458496,22.69563865661621,24.67744827270508,1950.47998046875
2004-05-05,66.91156005859375,,22.661190032958984,78.06792449951172,16.517541885375977,18.285364151000977,15.539413452148438,18.534624099731445,15.181707382202148,14.356925010681152,12.00855827331543,22.826536178588867,24.7322998046875,1957.260009765625
2004-05-06,66.35530853271484,,22.658790588378903,77.3964614868164,16.353349685668945,18.19586944580078,15.369614601135254,18.43791007995605,15.112666130065918,14.29519748687744,12.049665451049805,22.73927116394043,24.36398696899414,1937.739990234375
2004-05-07,65.41756439208984,,21.90108299255371,76.1158676147461,15.768828392028809,17.754396438598633,15.040979385375977,18.11322784423828,15.0359525680542,14.159411430358888,11.684832572937012,22.58656311035156,23.776241302490234,1917.9599609375
2004-05-10,64.6156005859375,,21.61244010925293,75.33368682861328,15.742557525634766,17.241342544555664,14.914984703063965,17.8507080078125,14.974576950073242,14.091511726379396,11.520398139953612,22.295690536499023,23.47844696044922,1896.0699462890625
2004-05-11,64.82902526855469,,21.81690216064453,75.97052001953125,15.939593315124512,17.53963279724121,14.991668701171877,17.961244583129883,15.17404079437256,14.066821098327637,11.489572525024414,22.3174991607666,23.823266983032227,1931.3499755859373
2004-05-12,65.3141098022461,,21.768787384033203,76.45504760742188,15.913324356079102,17.647018432617188,15.16147804260254,18.11322784423828,15.128008842468262,13.992758750915527,11.479292869567873,22.39748764038086,23.90163230895996,1925.5899658203125
2004-05-13,64.82257843017578,,21.79044532775879,76.13664245605469,16.038110733032227,17.599285125732422,15.188861846923828,18.11322784423828,15.128008842468262,13.968057632446287,11.525543212890623,22.36840438842773,23.823266983032227,1926.030029296875
2004-05-14,64.96482849121094,,22.081493377685547,76.17127990722656,15.979002952575684,17.808090209960938,15.19981288909912,18.07867813110352,14.920886039733888,14.023614883422852,11.587203979492188,22.32477760314941,23.831090927124023,1904.25
2004-05-17,64.38920593261719,,22.18732643127441,75.52054595947266,15.676887512207031,17.808090209960938,15.00263500213623,17.87834930419922,14.759778022766112,13.9310302734375,11.463872909545898,22.25932884216309,23.45494270324707,1876.6400146484373
2004-05-18,64.65443420410156,,22.610673904418945,75.90129089355469,15.965858459472656,17.545602798461914,15.123135566711426,18.05795669555664,14.905546188354492,14.011274337768556,11.561508178710938,22.25205421447754,23.823266983032227,1897.8199462890625
2004-05-19,64.47982788085938,,22.081493377685547,75.63822937011719,15.99869441986084,17.46804428100586,15.134090423583984,18.030330657958984,14.974576950073242,13.937199592590332,11.479292869567873,22.033899307250977,23.72138023376465,1898.1700439453125
2004-05-20,64.68673706054688,,22.59864616394043,75.8805160522461,15.959290504455566,17.45014762878418,15.188861846923828,17.98887825012207,14.966914176940918,13.986589431762695,11.597482681274414,21.888458251953125,23.776241302490234,1896.5899658203125
2004-05-21,64.7373275756836,,22.56256675720215,76.01203155517578,16.130054473876953,17.366622924804688,15.281975746154783,18.11322784423828,15.012943267822266,13.992758750915527,11.58206844329834,21.932092666625977,23.89379119873047,1912.0899658203125
2004-05-24,64.7762680053711,,22.711706161499023,76.33045959472656,16.28767204284668,17.76036834716797,15.303884506225586,18.25139045715332,15.0359525680542,13.937199592590332,11.74135398864746,21.82301139831543,24.14455986022949,1922.97998046875
2004-05-25,65.69088745117188,,23.2360782623291,77.42414855957031,16.609485626220703,18.058666229248047,15.522989273071287,18.513898849487305,15.319801330566406,14.103859901428224,11.952028274536133,22.033899307250977,24.63043594360352,1964.6500244140625
2004-05-26,65.74279022216797,,23.582460403442383,77.69410705566406,16.655454635620117,17.909513473510742,15.616096496582031,18.555349349975582,15.289108276367188,14.116202354431152,11.957168579101562,22.15025329589844,24.64611053466797,1976.1500244140625
2004-05-27,66.35904693603516,,23.65463256835937,78.13021087646484,16.813077926635742,17.658946990966797,15.654440879821776,18.68659782409668,15.3811616897583,14.282852172851562,12.080496788024902,22.37568664550781,24.75581932067871,1984.5
2004-05-28,66.28121948242188,,23.919219970703125,78.12329864501953,16.826221466064453,17.74843978881836,15.665397644042969,18.68659782409668,15.457874298095703,14.227300643920898,12.106188774108888,22.36840438842773,24.75581932067871,1986.739990234375
2004-06-01,66.26824951171875,,23.644996643066406,78.01945495605469,16.786819458007812,17.993038177490234,15.605147361755373,18.68659782409668,15.35048007965088,14.227300643920898,12.090773582458496,22.48475646972656,24.7322998046875,1990.77001953125
2004-06-02,66.70927429199219,,23.98174476623535,78.31017303466797,16.819652557373047,17.95724105834961,15.681828498840332,18.859310150146484,15.35048007965088,14.344575881958008,12.111322402954102,22.62291717529297,24.82634162902832,1988.97998046875
2004-06-03,66.24881744384766,,23.909587860107425,77.59027099609375,16.504411697387695,17.79615020751953,15.5558500289917,18.721141815185547,15.151020050048828,14.313713073730469,11.98285961151123,22.56474876403809,24.66961479187012,1960.260009765625
2004-06-04,66.59260559082031,,23.93364143371582,78.20636749267578,16.655454635620117,17.706674575805664,15.687310218811035,18.824766159057617,15.29678440093994,14.338401794433594,12.02397346496582,22.608381271362305,24.771493911743164,1978.6199951171875
2004-06-07,67.44880676269531,,24.150121688842773,79.39697265625,16.996963500976562,18.034801483154297,15.911879539489746,19.14944839477539,15.649666786193848,14.461856842041016,12.126739501953123,22.83380126953125,25.116291046142575,2020.6199951171875
2004-06-08,67.76664733886719,,24.126075744628903,79.50769805908203,17.010114669799805,17.95724105834961,15.889960289001465,19.190900802612305,15.734058380126951,14.529762268066406,12.013693809509276,22.86290168762207,25.20250701904297,2023.530029296875
